name,birth,height,weight,job,salary
Mr. Charles Walker,1989-06-18,168.5,77.9,Data scientist,128819.0
Matthew Fernandez,2022-12-23,186.3,87.4,Software developer,76551.0
Emily Spencer,2007-04-13,196.7,101.3,Data scientist,97266.0
Timothy Richards,2023-04-13,170.3,58.2,Software developer,93518.0
Melanie Howard,1994-08-15,153.9,63.4,Project manager,93231.0
Mary Jones,1979-03-02,172.0,68.5,Data scientist,150026.0
Sara Sullivan,1993-10-15,186.2,94.2,Software developer,93154.0
Michaela Hale,1976-07-29,171.0,66.0,Data scientist,152748.0
Debra Schmidt,1974-02-09,194.0,85.4,Data scientist,127018.0
Craig Moore,1973-06-28,198.7,82.5,Blockchain developer,95447.0
Laurie Goodman,2015-12-25,163.5,44.6,Software developer,80056.0
Frederick Martin,2018-03-27,189.8,87.9,Software developer,76259.0
Adam Andrews,2002-08-24,157.9,57.9,Data scientist,142766.0
Alexander Marshall,1999-03-04,180.1,70.0,Software developer,87812.0
Daniel Curtis,2003-04-02,167.1,37.9,Blockchain developer,72717.0
Kirk Santana,1983-12-30,166.8,69.6,Data scientist,145091.0
Denise Wilcox,2003-03-05,179.8,74.4,Data scientist,137211.0
Elizabeth Kramer,1996-11-23,173.5,59.3,Software developer,81572.0
Courtney Simmons,1971-06-21,173.3,84.7,Software developer,76630.0
Jennifer Villegas,1998-02-24,181.8,62.5,Full stack developer,90681.0
Casey Santos,1983-04-19,175.5,61.8,Full stack developer,104750.0
Bradley Phillips,2012-01-12,170.1,66.9,AI architect,94512.0
Heather Wong,2016-09-25,201.2,95.2,Full stack developer,113049.0
Joseph Watson,1977-01-13,189.4,78.1,Data scientist,147804.0
Christopher Brooks,2011-01-28,146.8,53.2,Software developer,79160.0
Michael Whitaker,1987-12-30,169.5,70.9,Software developer,83127.0
Emily Pearson,1996-01-05,179.7,75.9,AI architect,
Jonathon Sims,2011-06-24,172.9,60.0,Data scientist,129773.0
Mrs. Misty Barnett,2015-01-05,180.2,94.9,Data scientist,139994.0
Sara Baker,2008-07-03,197.5,107.3,,102516.0
Lindsay Massey,1995-06-06,196.3,95.9,AI architect,110740.0
Sarah Smith,2001-02-26,174.8,77.5,Blockchain developer,88305.0
Larry Elliott,1988-01-07,185.9,92.7,Software developer,70009.0
Jacqueline Pope,2020-07-25,171.2,73.1,AI architect,115228.0
Arthur Graham,1991-11-22,191.3,71.3,Software developer,90558.0
Nicholas Preston,2002-07-29,171.9,64.5,Data scientist,163565.0
Cindy Johnson,2015-06-28,,69.4,Full stack developer,119206.0
Michele Reynolds,1976-07-21,187.7,62.5,Software developer,
Katherine Kramer,2023-03-03,166.3,77.3,Blockchain developer,92095.0
Erin Caldwell,1979-05-27,195.1,104.9,Full stack developer,103243.0
Joseph Rivera,1997-01-04,169.3,53.7,Full stack developer,105819.0
Brandon Sheppard,2023-01-16,170.1,63.8,Full stack developer,110758.0
Jason Boyd,1974-03-02,172.3,63.5,Blockchain developer,116574.0
Amy Jordan,1983-10-22,176.9,71.3,Blockchain developer,102184.0
Jordan Joseph,2011-09-15,193.5,89.3,AI architect,97197.0
Tyler Hall,1994-10-13,,67.4,Data scientist,108914.0
Luke Scott,1991-01-26,133.6,44.7,Full stack developer,115459.0
Samantha Bryant,1986-09-17,184.2,81.1,AI architect,114283.0
Morgan Moore,1993-12-15,197.7,100.0,Full stack developer,102828.0
Phillip Vazquez,2013-07-26,195.7,104.7,Software developer,96486.0
Zachary Webb,1997-10-05,181.4,69.0,Project manager,94684.0
Geoffrey Hunter,2005-08-10,179.0,,Software developer,110094.0
Melissa Ramirez,2003-06-27,187.4,83.9,Project manager,84205.0
Tara Mcpherson,1976-07-30,161.1,45.4,Software developer,69886.0
Vickie Martinez,1977-09-23,181.1,74.2,Data scientist,120590.0
Jennifer Riley,1970-08-19,158.3,50.0,Full stack developer,99330.0
Anna Dunlap,2008-07-24,173.4,68.3,Software developer,87932.0
John Stone,,179.7,76.3,Data scientist,142461.0
Joshua Miller,1987-03-01,182.7,72.5,Data scientist,170864.0
Michael Johnson,2000-03-09,185.8,61.2,Software developer,73600.0
Cheryl Quinn,2011-04-15,208.5,97.9,Data scientist,154653.0
Donald Soto,2013-10-04,172.1,80.4,Data scientist,137960.0
Brianna Guerrero,1973-11-20,184.1,85.1,Software developer,64946.0
Kristy Cox,2007-03-14,184.2,82.2,Blockchain developer,112705.0
Natalie Rogers,2011-04-25,,82.8,Software developer,104246.0
George Jackson,1992-01-05,176.1,84.0,Software developer,62282.0
Jay Lewis,1991-09-06,200.5,78.6,Blockchain developer,66423.0
Tami Church,1974-07-08,201.3,103.9,Full stack developer,105153.0
Bonnie Johnson,2007-01-07,185.3,73.6,Software developer,75819.0
Richard Torres,2010-10-05,196.9,90.0,Full stack developer,123211.0
Brian Gray,1986-05-31,206.5,95.8,Blockchain developer,115755.0
Patrick Henderson,1999-12-24,167.8,75.5,AI architect,124941.0
Janet Wolfe,1983-10-08,175.6,74.0,Full stack developer,115650.0
Donald Gardner,2004-05-26,171.3,71.2,Software developer,94644.0
Melinda Gomez,1977-03-15,186.6,85.6,Software developer,91316.0
Andrew Miller,2011-09-06,175.2,63.0,Data scientist,129512.0
Brooke Young,1970-04-16,159.6,48.6,AI architect,148824.0
Tara Hardy,2017-11-08,197.8,95.6,Full stack developer,120261.0
Deanna Hansen,1976-02-19,181.2,76.1,Project manager,107408.0
Jack Gomez,2004-03-06,179.4,83.5,Project manager,67808.0
,1976-08-03,149.9,62.0,Blockchain developer,152158.0
Jessica Edwards,2008-02-13,153.4,55.6,Data scientist,154182.0
Mary Davis,1999-04-18,196.5,89.6,Data scientist,97166.0
Brett Montgomery,2006-09-28,170.2,69.2,Data scientist,134718.0
Angel Brown,1998-09-20,184.4,65.1,AI architect,117727.0
Reginald Hughes,2003-09-06,186.7,84.3,Full stack developer,122224.0
Heather Tucker,1974-05-25,164.1,63.4,Software developer,85613.0
William Flores,1995-01-20,171.7,69.0,Data scientist,161218.0
Bethany Stewart,2005-09-15,165.3,50.5,Data scientist,104593.0
Stacey Norris,,165.8,75.1,Full stack developer,107827.0
Joshua Anderson,2020-06-27,171.4,49.4,,147311.0
Tiffany Cowan,1973-01-22,176.9,59.6,Data scientist,162300.0
Nicolas Bell,2002-07-27,175.1,64.8,Data scientist,148224.0
Susan Miller,2012-04-04,180.6,72.8,Software developer,72734.0
George Brown,1999-02-10,178.5,81.0,Full stack developer,90658.0
Rhonda Thomas,1990-11-13,179.0,60.2,Data scientist,120910.0
Kimberly Lewis,2018-11-27,153.0,,Full stack developer,117934.0
Lisa Gonzalez,1994-02-17,171.8,62.1,Blockchain developer,98311.0
Christopher Wilson,1975-12-05,175.6,57.7,Full stack developer,108952.0
Justin Johnson,1990-09-25,166.2,69.0,Software developer,89530.0
Dana Mcdaniel,2006-10-09,192.8,92.5,Data scientist,119091.0
Joshua Kemp,2009-04-11,182.6,77.5,Full stack developer,110788.0
Kenneth Reyes,2023-09-07,183.8,89.1,AI architect,117533.0
Donald Jones,2007-01-13,184.4,71.4,Software developer,74348.0
Sherry Williams,2008-06-13,173.1,,Full stack developer,114827.0
Christopher Snyder,2017-06-25,170.4,60.6,AI architect,107992.0
Michael Nelson,2008-08-31,170.9,81.0,Data scientist,141818.0
Faith Cook,1983-11-09,171.2,58.8,Software developer,101678.0
Daniel Hancock,1985-07-24,154.0,62.7,Blockchain developer,122919.0
Christopher Goodman,2011-01-01,159.4,70.4,Blockchain developer,91116.0
Frank Hughes,1993-05-06,205.7,96.5,AI architect,132088.0
Jessica Miller,1987-08-11,155.0,56.6,Software developer,120204.0
Jerome Hernandez,2009-10-04,189.7,87.6,Data scientist,102347.0
Terrance Powell,2005-11-15,167.5,63.0,Full stack developer,102949.0
Stacy Kelly,2012-09-10,182.4,69.5,Software developer,67911.0
Matthew Johnson,1975-10-18,178.7,74.8,Data scientist,117098.0
Frederick Johnson,1996-06-01,179.3,99.6,Blockchain developer,94889.0
Kevin Francis,1988-05-20,188.7,62.1,Full stack developer,80723.0
David Howell,2007-12-26,200.5,75.3,Software developer,85115.0
David Simmons,1985-09-23,141.6,46.1,Software developer,83265.0
Stephen Riggs,1994-10-14,170.9,72.1,AI architect,111330.0
Scott Calderon,1980-09-03,164.5,77.1,Data scientist,125668.0
Gregory Silva,2006-01-03,167.9,64.3,AI architect,110751.0
James Lee,1991-03-05,174.5,78.5,AI architect,129662.0
Charles Parker,2007-06-11,162.1,58.5,Data scientist,97824.0
Jenny Long,2002-09-15,176.1,87.3,Software developer,105706.0
Gary Mcneil,1991-12-26,169.9,60.5,Full stack developer,101966.0
Jon Carter,1986-09-28,172.9,58.5,Full stack developer,105825.0
Jonathan Graham,2010-02-25,183.4,72.5,Software developer,77602.0
Jenna Bender,1987-01-10,173.0,52.6,Software developer,84009.0
Maureen Willis,1979-10-20,160.4,64.8,AI architect,117314.0
Christine Warner,1978-12-21,161.2,52.9,Blockchain developer,120626.0
Scott Wilcox,1972-11-16,174.2,72.2,Blockchain developer,92262.0
William Smith,2011-02-13,194.2,95.1,Data scientist,148357.0
Jimmy Payne,1996-09-01,169.2,67.0,Data scientist,115257.0
Rachel Hopkins,1980-06-18,180.3,73.8,Full stack developer,107853.0
Anne Colon,2010-12-19,167.5,72.8,Software developer,92746.0
Russell Foster,2008-02-01,169.8,88.8,Software developer,
Tiffany Glass,1996-07-05,185.0,81.6,Blockchain developer,130983.0
Christopher Henderson,1976-03-10,190.0,,Software developer,95055.0
Kim Carter,1979-11-21,151.5,51.4,Blockchain developer,60835.0
Andrew Watkins MD,1975-11-06,173.7,,Full stack developer,108253.0
Jose Cooper,1977-04-07,164.2,68.6,Software developer,106795.0
Calvin Boone,1992-02-05,149.1,,Software developer,97880.0
Lisa Thomas,1984-08-04,183.8,81.2,Full stack developer,120265.0
Susan Clark,1995-08-15,167.0,60.3,Blockchain developer,82131.0
Michael Thompson,2004-03-04,154.3,48.9,Full stack developer,112026.0
Leslie Jenkins,2002-09-04,202.0,93.4,Software developer,83077.0
Brian Hahn,1994-02-22,176.3,84.4,Data scientist,152629.0
Alexandra Rodriguez DDS,1983-03-12,191.4,74.1,AI architect,141469.0
William Moss,2012-07-26,174.5,73.0,Software developer,82037.0
Sarah Robinson,2008-02-02,173.1,62.1,Software developer,113349.0
Larry Long,1975-12-14,171.6,73.8,Blockchain developer,103962.0
John Johnson,1976-06-25,177.9,72.3,Data scientist,141626.0
Brittney Adams,2003-12-08,178.0,71.1,Software developer,80326.0
Craig Daniels Jr.,2003-09-02,188.0,57.0,Data scientist,123409.0
Bradley Watts,1981-12-04,181.8,79.8,Blockchain developer,144758.0
Johnny Hood,1983-04-14,177.4,64.5,Software developer,91799.0
Frank Brooks,2012-09-29,179.3,82.1,Data scientist,
Christopher Jones,1988-01-10,163.8,71.5,Full stack developer,110532.0
Micheal Reid,1982-10-21,176.3,91.5,Data scientist,127910.0
Catherine Howell,1981-10-04,179.7,57.0,Data scientist,119541.0
Donald Rivas,1982-07-21,175.7,79.8,Project manager,72565.0
Tyler Sandoval,2011-10-05,174.6,75.9,AI architect,121736.0
Jennifer Turner,1974-05-30,188.5,72.3,Project manager,63823.0
James Craig,2008-05-26,179.9,56.4,Blockchain developer,77118.0
Christina Crawford,1982-10-25,180.0,84.9,Software developer,92979.0
Maria Payne,1981-06-12,169.1,59.7,Full stack developer,108678.0
Raven Young,1987-08-08,166.1,60.4,Software developer,105098.0
Ariel Jennings,2003-05-18,172.5,67.7,Software developer,78271.0
Lisa Gross,1971-04-19,162.4,58.0,Software developer,77366.0
Lisa Jones,2020-02-19,168.4,,Data scientist,154951.0
